OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
dm3StatusFuses,1.3.6.1.4.1.318.1.1.7.3.8.2,,,objectidentity,,""
dm3StatusFusesTableSize,1.3.6.1.4.1.318.1.1.7.3.8.2.1,integer,read-only,objecttype,scalar,"The number of DC powerplant fuses controllable by this IP address."
dm3StatusFusesTable,1.3.6.1.4.1.318.1.1.7.3.8.2.2,,no-access,objecttype,table,"Allows for viewing status of the fuses. The number of entries is contained in the dm3StatusFusesTableSize OID."
dm3StatusFusesEntry,1.3.6.1.4.1.318.1.1.7.3.8.2.2.1,,no-access,objecttype,row,"The fuse to gather status from."
dm3StatusFusesIndex,1.3.6.1.4.1.318.1.1.7.3.8.2.2.1.1,integer,read-only,objecttype,column,"The index to the DC powerplant fuse."
dm3StatusFusesName,1.3.6.1.4.1.318.1.1.7.3.8.2.2.1.2,displaystring,read-only,objecttype,column,"The name of the fuse. The maximum size is 16 characters. The name is set by using the dm3ConfigFuseName OID. This OID is provided for informational purposes only."
dm3StatusFusesStatus,1.3.6.1.4.1.318.1.1.7.3.8.2.2.1.3,integer,read-only,objecttype,column,"Getting this OID will return statusClosed (1) if the fuse is closed. statusOpen (2) will be returned if the fuse is open."
automaticTransferSwitch,1.3.6.1.4.1.318.1.1.8,,,objectidentity,,""
atsIdent,1.3.6.1.4.1.318.1.1.8.1,,,objectidentity,,""
atsIdentHardwareRev,1.3.6.1.4.1.318.1.1.8.1.1,displaystring,read-only,objecttype,scalar,"The hardware revision of the Automatic Transfer Switch. This value is set at the factory."
atsIdentFirmwareRev,1.3.6.1.4.1.318.1.1.8.1.2,displaystring,read-only,objecttype,scalar,"A string identifying the Automatic Transfer Switch firmware revision."
atsIdentFirmwareDate,1.3.6.1.4.1.318.1.1.8.1.3,displaystring,read-only,objecttype,scalar,"The date of release for this Automatic Transfer Switch firmware revision. "
atsIdentDateOfManufacture,1.3.6.1.4.1.318.1.1.8.1.4,displaystring,read-only,objecttype,scalar,"The date when the Automatic Transfer Switch was manufactured in mm/dd/yyyy format. This value is set at the factory. "
atsIdentModelNumber,1.3.6.1.4.1.318.1.1.8.1.5,displaystring,read-only,objecttype,scalar,"A string identifying the model number of the Automatic Transfer Switch. This value is set at the factory."
atsIdentSerialNumber,1.3.6.1.4.1.318.1.1.8.1.6,displaystring,read-only,objecttype,scalar,"A string identifying the serial number of the Automatic Transfer Switch. This value is set at the factory."
atsIdentNominalLineVoltage,1.3.6.1.4.1.318.1.1.8.1.7,integer,read-only,objecttype,scalar,"RMS Utility Voltage measured in Volts."
atsIdentNominalLineFrequency,1.3.6.1.4.1.318.1.1.8.1.8,integer,read-only,objecttype,scalar,"Utility Power Frequency measured in Hertz."
atsIdentDeviceRating,1.3.6.1.4.1.318.1.1.8.1.9,integer,read-only,objecttype,scalar,"This gives the device rating in Amps"
atsCalibration,1.3.6.1.4.1.318.1.1.8.2,,,objectidentity,,""
atsCalibrationInput,1.3.6.1.4.1.318.1.1.8.2.1,,,objectidentity,,""
atsCalibrationNumInputs,1.3.6.1.4.1.318.1.1.8.2.1.1,integer,read-only,objecttype,scalar,"The number of inputs to this device."
atsCalibrationNumInputPhases,1.3.6.1.4.1.318.1.1.8.2.1.2,integer,read-only,objecttype,scalar,"The number of phases per input for this device."
atsCalibrationInputPhaseTable,1.3.6.1.4.1.318.1.1.8.2.1.3,,no-access,objecttype,table,"The number of phases per input line to this device."
atsCalibrationInputPhaseEntry,1.3.6.1.4.1.318.1.1.8.2.1.3.1,,no-access,objecttype,row,"An entry containing calibration information applicable to a particular input phase."
atsCalibrationInputTableIndex,1.3.6.1.4.1.318.1.1.8.2.1.3.1.1,integer,read-only,objecttype,column,"The input identifier."
atsCalibrationInputPhaseTableIndex,1.3.6.1.4.1.318.1.1.8.2.1.3.1.2,integer,read-only,objecttype,column,"The input phase identifier."
atsLineVoltageCalibrationFactor,1.3.6.1.4.1.318.1.1.8.2.1.3.1.3,integer,read-only,objecttype,column,"The Line Voltage Calibration factor. This value is set at the factory."
atsCalibrationPowerSupply,1.3.6.1.4.1.318.1.1.8.2.2,,,objectidentity,,""
atsCalibrationPowerSupplyVoltages,1.3.6.1.4.1.318.1.1.8.2.2.1,integer,read-only,objecttype,scalar,"The number of power supply voltages supported by this device. This variable indicates the number of rows in the atsCalibrationPowerSupplyTable."
atsCalibrationPowerSupplyVoltageTable,1.3.6.1.4.1.318.1.1.8.2.2.2,,no-access,objecttype,table,"A list of Power Supply table entries."
atsCalibrationPowerSupplyVoltageEntry,1.3.6.1.4.1.318.1.1.8.2.2.2.1,,no-access,objecttype,row,"An entry containing information applicable to a particular Power Supply Voltage."
atsCalibrationPowerSupplyVoltageTableIndex,1.3.6.1.4.1.318.1.1.8.2.2.2.1.1,integer,read-only,objecttype,column,"The power supply voltage identifier."
atsCalibrationPowerSupplyVoltage,1.3.6.1.4.1.318.1.1.8.2.2.2.1.2,integer,read-only,objecttype,column,"This value describes the power supply voltage of 24V Source A, 24V Source B, +12V, -12V and 5V."
atsPowerSupplyVoltageCalibrationFactor,1.3.6.1.4.1.318.1.1.8.2.2.2.1.3,integer,read-only,objecttype,column,"The Line Voltage Calibration factor. This value is set at the factory."
atsCalibrationOutput,1.3.6.1.4.1.318.1.1.8.2.3,,,objectidentity,,""
atsCalibrationNumOutputs,1.3.6.1.4.1.318.1.1.8.2.3.1,integer,read-only,objecttype,scalar,"The number of output lines from this device. This variable indicates the number of rows in the atsCalibrationOutputTable."
atsCalibrationNumOutputPhases,1.3.6.1.4.1.318.1.1.8.2.3.2,integer,read-only,objecttype,scalar,"The number of output phases utilized in this device."
atsCalibrationOutputTable,1.3.6.1.4.1.318.1.1.8.2.3.3,,no-access,objecttype,table,"A list of output table entries."
atsCalibrationOutputEntry,1.3.6.1.4.1.318.1.1.8.2.3.3.1,,no-access,objecttype,row,"An entry containing information applicable to a particular output."
atsCalibrationOutputTableIndex,1.3.6.1.4.1.318.1.1.8.2.3.3.1.1,integer,read-only,objecttype,column,"The output identifier."
atsCalibrationOutputPhasesTableIndex,1.3.6.1.4.1.318.1.1.8.2.3.3.1.2,integer,read-only,objecttype,column,"Description of each calibration factor for each output phase utilized in this device and one for neutral. "
atsOutputCurrentCalibrationFactor,1.3.6.1.4.1.318.1.1.8.2.3.3.1.3,integer,read-only,objecttype,column,"The output current calibration factor measured in Amps."
atsControl,1.3.6.1.4.1.318.1.1.8.3,,,objectidentity,,""
atsControlResetATS,1.3.6.1.4.1.318.1.1.8.3.1,integer,read-write,objecttype,scalar,"Setting this variable will cause the Automatic Transfer Switch to perform a power-on reset."
atsControlClearAllAlarms,1.3.6.1.4.1.318.1.1.8.3.2,integer,read-write,objecttype,scalar,"Setting this variable will clear all alarms in the Automatic Transfer Switch. Returns (-1) if unsupported."
atsConfig,1.3.6.1.4.1.318.1.1.8.4,,,objectidentity,,""
atsConfigProductName,1.3.6.1.4.1.318.1.1.8.4.1,displaystring,read-write,objecttype,scalar,"A configurable character string."
atsConfigPreferredSource,1.3.6.1.4.1.318.1.1.8.4.2,integer,read-write,objecttype,scalar,"This variable returns the preferred source of power when both sources are OK."
atsConfigFrontPanelLockout,1.3.6.1.4.1.318.1.1.8.4.3,integer,read-write,objecttype,scalar,"Setting this variable to disableFrontPanel(1), prevents source preference configuration of the Automatic Transfer Switch via the Front Panel. Setting this variable to enableFrontPanel(2)allows, source preference configuration of the Automatic Transfer Switch via the Front Panel."
atsConfigVoltageSensitivity,1.3.6.1.4.1.318.1.1.8.4.4,integer,read-write,objecttype,scalar,"This variable defines the sensitivity to changes in voltage: high(1) for best protection, low(2) for frequent small line voltage changes."
atsConfigTransferVoltageRange,1.3.6.1.4.1.318.1.1.8.4.5,integer,read-write,objecttype,scalar,"This variable defines the range of acceptable voltage from a power source. If the voltage measured from the selected input source is not within this range, the Automatic Transfer Switch will switch over (transfer) to the alternate power source."
atsConfigCurrentLimit,1.3.6.1.4.1.318.1.1.8.4.6,integer,read-write,objecttype,scalar,"The threshold (in Amps) at which an Over Current Alarm will be generated. This OID returns the overload threshold value of the OID atsConfigPhaseOverLoadThreshold for the 1U ATS and OID atsConfigBankOverLoadThreshold of total for the 2U ATS. Setting this OID does not have any impact on the device."
atsConfigResetValues,1.3.6.1.4.1.318.1.1.8.4.7,integer,read-write,objecttype,scalar,"Resets the ATS configuration to its default values. Returns (-1) if not supported."
atsConfigLineVRMS,1.3.6.1.4.1.318.1.1.8.4.8,integer,read-write,objecttype,scalar,"To configure the input RMS voltage."
atsConfigLineVRMSNarrowLimit,1.3.6.1.4.1.318.1.1.8.4.9,integer,read-write,objecttype,scalar,"To configure the Line VRMS Narrow Limit."
atsConfigLineVRMSMediumLimit,1.3.6.1.4.1.318.1.1.8.4.10,integer,read-write,objecttype,scalar,"To configure the Line VRMS Medium Limit."
atsConfigLineVRMSWideLimit,1.3.6.1.4.1.318.1.1.8.4.11,integer,read-write,objecttype,scalar,"To configure the Line VRMS Wide Limit."
atsConfigFrequencyDeviation,1.3.6.1.4.1.318.1.1.8.4.12,integer,read-write,objecttype,scalar,"To configure the frequency deviation."
atsConfigBankTableSize,1.3.6.1.4.1.318.1.1.8.4.13,integer,read-only,objecttype,scalar,"The size of the bank table."
atsConfigBankTable,1.3.6.1.4.1.318.1.1.8.4.14,,no-access,objecttype,table,"Allows for configuration of each ATS bank."
atsConfigBankEntry,1.3.6.1.4.1.318.1.1.8.4.14.1,,no-access,objecttype,row,"This gives access to bank current threshold"
atsConfigBankTableIndex,1.3.6.1.4.1.318.1.1.8.4.14.1.1,integer,read-only,objecttype,column,"An index to the bank table entry."
atsConfigBank,1.3.6.1.4.1.318.1.1.8.4.14.1.2,integer,read-only,objecttype,column,"The bank number of an ATS"
atsConfigBankLowLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.14.1.3,integer,read-write,objecttype,column,"A threshold that indicates the current drawn is nearing a low consumption condition. It is represented in Amps. A warning will be issued when the load is less than the threshold value. A threshold value of 0 Amps disables this warning. Maximum value must be less than the value returned by the atsConfigBankNearOverLoadThreshold OID."
atsConfigBankNearOverLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.14.1.4,integer,read-write,objecttype,column,"A threshold that indicates the current drawn is nearing an overload condition. It is represented in Amps. A warning will be issued when the load is greater than or equal to the threshold value. Minimum value must be greater than the value returned by the atsConfigBankLowLoadThreshold OID. Maximum value must be less than or equal to the value returned by the atsConfigBankOverLoadThreshold OID."
atsConfigBankOverLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.14.1.5,integer,read-write,objecttype,column,"A threshold that indicates the current drawn has entered an overload condition. It is represented in Amps. A warning will be issued when the load is greater than or equal to the threshold value. Minimum value must be greater than or equal to the value returned by the atsConfigBankNearOverLoadThreshold OID. Maximum value must be less than or equal to the value returned by atsIdentDeviceRating OID."
atsConfigPhaseTableSize,1.3.6.1.4.1.318.1.1.8.4.15,integer,read-only,objecttype,scalar,"The size of the phase table."
atsConfigPhaseTable,1.3.6.1.4.1.318.1.1.8.4.16,,no-access,objecttype,table,"Allows for configuration of each ATS phase."
atsConfigPhaseEntry,1.3.6.1.4.1.318.1.1.8.4.16.1,,no-access,objecttype,row,"This gives access to phase threshold"
atsConfigPhaseTableIndex,1.3.6.1.4.1.318.1.1.8.4.16.1.1,integer,read-only,objecttype,column,"The index to the phase table entry."
atsConfigPhase,1.3.6.1.4.1.318.1.1.8.4.16.1.2,integer,read-only,objecttype,column,"The phase number of an ATS"
atsConfigPhaseLowLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.16.1.3,integer,read-write,objecttype,column,"A threshold that indicates the current drawn is nearing a low consumption condition. It is represented in Amps. A warning will be issued when the load is less than the threshold value. A threshold value of 0 Amps disables this warning. Maximum value must be less than the value returned by the atsConfigPhaseNearOverLoadThreshold OID."
atsConfigPhaseNearOverLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.16.1.4,integer,read-write,objecttype,column,"A threshold that indicates the current drawn is nearing an overload condition. It is represented in Amps. A warning will be issued when the load is greater than or equal to the threshold value. Minimum value must be greater than the value returned by the atsConfigPhaseLowLoadThreshold OID. Maximum value must be less than or equal to the value returned by the atsConfigPhaseOverLoadThreshold OID."
atsConfigPhaseOverLoadThreshold,1.3.6.1.4.1.318.1.1.8.4.16.1.5,integer,read-write,objecttype,column,"A threshold that indicates the current drawn has entered an overload condition. It is represented in Amps. A warning will be issued when the load is greater than or equal to the threshold value. Minimum value must be greater than or equal to the value returned by the atsConfigPhaseNearOverLoadThreshold OID. Maximum value must be less than or equal to the value returned by atsIdentDeviceRating OID."
atsStatus,1.3.6.1.4.1.318.1.1.8.5,,,objectidentity,,""
atsStatusDeviceStatus,1.3.6.1.4.1.318.1.1.8.5.1,,,objectidentity,,""
atsStatusCommStatus,1.3.6.1.4.1.318.1.1.8.5.1.1,integer,read-only,objecttype,scalar,"This variable returns the current communication status of the Automatic Transfer Switch. "
atsStatusSelectedSource,1.3.6.1.4.1.318.1.1.8.5.1.2,integer,read-only,objecttype,scalar,"This variable returns the current source of power. "
atsStatusRedundancyState,1.3.6.1.4.1.318.1.1.8.5.1.3,integer,read-only,objecttype,scalar,"This variable returns the current redundancy state of the ATS. atsRedundancyLost(1) indicates that the ATS is unable to switch over to the alternate power source if the current source fails. atsFullyRedundant(2) indicates that the ATS will switch over to the alternate power source if the current source fails."
atsStatusOverCurrentState,1.3.6.1.4.1.318.1.1.8.5.1.4,integer,read-only,objecttype,scalar,"This variable returns the output current state of the ATS. atsOverCurrent(1) indicates that the ATS has exceeded the output current threshold and will not allow a switch over to the alternate power source if the current source fails. atsCurrentOK(2) indicates that the output current is below the output current threshold. This OID returns the value of the OID atsOutputPhaseState for the 1U ATS and OID atsOutputBankState for the 2U ATS."
atsStatus5VPowerSupply,1.3.6.1.4.1.318.1.1.8.5.1.5,integer,read-only,objecttype,scalar,"This variable returns the present state of the ATS 5V power supply. atsPowerSupplyFailure(1) indicates the 5V power supply has failed and that the ATS serial port Configuration Menu is not accessible . atsPowerSupplyOK(2) indicates that the ATS 5V power supply is operating within tolerance."
atsStatus24VPowerSupply,1.3.6.1.4.1.318.1.1.8.5.1.6,integer,read-only,objecttype,scalar,"This variable returns the present state of the ATS 24V power supply for Source A. atsPowerSupplyFailure(1) indicates the 24V power supply has failed and the ATS is unable to switch over to the alternate power source if the current source fails. atsPowerSupplyOK(2) indicates that the ATS 24V power supply is operating within tolerance."
atsStatus24VSourceBPowerSupply,1.3.6.1.4.1.318.1.1.8.5.1.7,integer,read-only,objecttype,scalar,"This variable returns the present state of the ATS 24V power supply for Source B. atsPowerSupplyFailure(1) indicates the 24V power supply has failed and the ATS is unable to switch over to the alternate power source if the current source fails. atsPowerSupplyOK(2) indicates that the ATS 24V power supply is operating within tolerance."
atsStatusPlus12VPowerSupply,1.3.6.1.4.1.318.1.1.8.5.1.8,integer,read-only,objecttype,scalar,"This variable returns the present state of the ATS 12V power supply. atsPowerSupplyFailure(1) indicates the 12V power supply has failed and the ATS is unable to monitor the current sensors. atsPowerSupplyOK(2) indicates that the ATS 12V power supply is operating within tolerance."
